494,218,0.03,-0.3,0.8
496,224,0.03,-0.3,0.8
489,226,0.03,-0.3,0.8
490,226,0.03,-0.3,0.8
493,224,0.03,-0.3,0.8
496,221,0.03,-0.3,0.8
501,219,0.03,-0.3,0.8
497,220,0.03,-0.3,0.8
495,223,0.03,-0.3,0.8
493,224,0.03,-0.3,0.8
497,218,0.03,-0.3,0.8
485,225,0.03,-0.3,0.8
493,219,0.03,-0.3,0.8
493,219,0.03,-0.3,0.8
493,219,0.03,-0.3,0.8
494,221,0.03,-0.3,0.8
494,221,0.03,-0.3,0.8
494,221,0.03,-0.3,0.8
495,220,0.03,-0.3,0.8
495,220,0.03,-0.3,0.8
495,221,0.03,-0.3,0.8
494,220,0.03,-0.3,0.8
493,219,0.03,-0.3,0.8
494,219,0.03,-0.3,0.8
494,219,0.03,-0.3,0.8
494,219,0.03,-0.3,0.8
494,218,0.03,-0.3,0.8
494,218,0.03,-0.3,0.8
493,218,0.03,-0.3,0.8
493,219,0.03,-0.3,0.8
493,219,0.03,-0.3,0.8
494,219,0.03,-0.3,0.8
493,218,0.03,-0.3,0.8
491,219,0.03,-0.3,0.8
489,224,0.03,-0.3,0.8
493,220,0.03,-0.3,0.8
493,219,0.03,-0.3,0.8
493,219,0.03,-0.3,0.8
491,221,0.03,-0.3,0.8
493,220,0.03,-0.3,0.8
491,223,0.03,-0.3,0.8
493,221,0.03,-0.3,0.8
493,221,0.03,-0.3,0.8
493,221,0.03,-0.3,0.8
493,223,0.03,-0.3,0.8
493,223,0.03,-0.3,0.8
493,221,0.03,-0.3,0.8
493,223,0.03,-0.3,0.8
494,217,0.03,-0.3,0.8
495,219,0.03,-0.3,0.8
494,218,0.03,-0.3,0.8
494,218,0.03,-0.3,0.8
494,218,0.03,-0.3,0.8
494,218,0.03,-0.3,0.8
494,218,0.03,-0.3,0.8
494,218,0.03,-0.3,0.8
494,218,0.03,-0.3,0.8
495,218,0.03,-0.3,0.8
494,218,0.03,-0.3,0.8
495,218,0.03,-0.3,0.8
494,218,0.03,-0.3,0.8
491,218,0.03,-0.3,0.8
494,218,0.03,-0.3,0.8
494,218,0.03,-0.3,0.8
493,218,0.03,-0.3,0.8
495,218,0.03,-0.3,0.8
494,219,0.03,-0.3,0.8
494,218,0.03,-0.3,0.8
493,218,0.03,-0.3,0.8
493,218,0.03,-0.3,0.8
493,218,0.03,-0.3,0.8
493,218,0.03,-0.3,0.8
493,218,0.03,-0.3,0.8
493,218,0.03,-0.3,0.8
493,218,0.03,-0.3,0.8
493,218,0.03,-0.3,0.8
484,226,0.03,-0.3,0.8
493,218,0.03,-0.3,0.8
493,218,0.03,-0.3,0.8
493,218,0.03,-0.3,0.8
